ID,Job_Title,Salary_Estimate,FIELD4,Rating,Company_Name,Location,Headquarters,Size,Founded,Type_of_ownership,Industry,Sector,Revenue,Competitors,Hourly,Employer_provided,Lower_Salary,Upper_Salary,Avg_Salary_K,company_txt,Job_Location,Age,Python,spark,aws,excel,sql_,sas,keras,pytorch,scikit,tensor,hadoop,tableau,bi,flink,mongo,google_an,job_title_sim,seniority_by_title,Degree,State
164,Sr. Data Scientist,$80K-$130K (Glassdoor est.),,3.7,Evolve Vacation Rental,"Denver, CO","Denver, CO",201 - 500,2011.0,Company - Private,Travel Agencies,Travel & Tourism,Unknown / Non-Applicable,"Novartis, Baxter, Pfizer",b'\x00',b'\x00',80,130,105.0,Evolve Vacation Rental,CO,10.0,0.0,0.0,0.0,0.0,b'\x01',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data scientist,sr,M,CO
166,Data Engineer 4 - Contract,$59K-$115K (Glassdoor est.),,4.2,The Church of Jesus Christ of Latter-day Saints,"Riverton, UT","Salt Lake City, UT",10000+,1992.0,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown / Non-Applicable,"Novartis, Baxter, Pfizer",b'\x00',b'\x00',59,115,87.0,The Church of Jesus Christ of Latter-day Saints,UT,29.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data engineer,na,M,UT
167,Data Analyst - Asset Management,$71K-$136K (Glassdoor est.),,4.3,Maximus Real Estate Partners,"San Francisco, CA","San Francisco, CA",51 - 200,2013.0,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,"Greystar, The Related Companies, Prometheus Real Estate Group",b'\x00',b'\x00',71,136,103.5,Maximus Real Estate Partners,CA,8.0,0.0,0.0,0.0,0.0,b'\x01',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,analyst,na,na,CA
168,Senior Research Scientist - Embedded System Development for DevOps,$81K-$167K (Glassdoor est.),,2.6,Software Engineering Institute,"Pittsburgh, PA","Pittsburgh, PA",501 - 1000,1984.0,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,"Novartis, Baxter, Pfizer",b'\x00',b'\x00',81,167,124.0,Software Engineering Institute,PA,37.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,other scientist,sr,M,PA
169,Data Scientist - Bioinformatics,$49K-$85K (Glassdoor est.),,3.8,PNNL,"Richland, WA","Richland, WA",1001 - 5000,1965.0,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",b'\x00',b'\x00',49,85,67.0,PNNL,WA,56.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data scientist,na,P,WA
170,Data Engineer,$60K-$114K (Glassdoor est.),,3.9,AVANADE,"Washington, DC","Seattle, WA",10000+,2000.0,Company - Private,IT Services,Information Technology,$2 to $5 billion (USD),"Slalom, Cognizant Technology Solutions, Deloitte",b'\x00',b'\x00',60,114,87.0,AVANADE,DC,21.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data engineer,na,M,DC
171,Customer Data Scientist/Sales Engineer,$71K-$204K (Glassdoor est.),,4.3,h2o.ai,"Chicago, IL","Mountain View, CA",201 - 500,2011.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"Novartis, Baxter, Pfizer",b'\x00',b'\x00',71,204,137.5,h2o.ai,IL,10.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data scientist,na,P,IL
172,Lead Data Scientist,$75K-$125K (Glassdoor est.),,3.8,PatientPoint,"Cincinnati, OH","Cincinnati, OH",201 - 500,1987.0,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million (USD),"Outcome Health, Health Media Network, Mesmerize Marketing",b'\x00',b'\x00',75,125,100.0,PatientPoint,OH,34.0,0.0,0.0,0.0,0.0,b'\x01',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data scientist,sr,M,OH
174,MongoDB Data Engineer II,$77K-$136K (Glassdoor est.),,3.8,BlueCross BlueShield of Tennessee,"Chattanooga, TN","Chattanooga, TN",5001 - 10000,1945.0,Nonprofit Organization,Insurance Carriers,Insurance,$5 to $10 billion (USD),"Novartis, Baxter, Pfizer",b'\x00',b'\x00',77,136,106.5,BlueCross BlueShield of Tennessee,TN,76.0,0.0,0.0,0.0,0.0,b'\x01',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data engineer,na,na,TN
175,Senior Data Scientist Statistics,$74K-$123K (Glassdoor est.),,3.8,PNNL,"Richland, WA","Richland, WA",1001 - 5000,1965.0,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",b'\x00',b'\x00',74,123,98.5,PNNL,WA,56.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data scientist,sr,P,WA
177,Senior Data Analyst,$44K-$78K (Glassdoor est.),,4.8,KnowBe4,"Clearwater, FL","Clearwater, FL",501 - 1000,2010.0,Company - Private,Security Services,Business Services,$100 to $500 million (USD),"Novartis, Baxter, Pfizer",b'\x00',b'\x00',44,78,61.0,KnowBe4,FL,11.0,0.0,0.0,0.0,0.0,b'\x01',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,analyst,sr,M,FL
178,Senior Spark Engineer (Data Science),$65K-$148K (Glassdoor est.),,4.4,KSM Consulting,"Indianapolis, IN","Indianapolis, IN",51 - 200,2008.0,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,"Novartis, Baxter, Pfizer",b'\x00',b'\x00',65,148,106.5,KSM Consulting,IN,13.0,0.0,0.0,0.0,0.0,b'\x01',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data scientist,sr,na,IN
179,Data Engineer,$59K-$110K (Glassdoor est.),,3.9,Cogo Labs,"Cambridge, MA","Cambridge, MA",51 - 200,2005.0,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,"Novartis, Baxter, Pfizer",b'\x00',b'\x00',59,110,84.5,Cogo Labs,MA,16.0,0.0,0.0,0.0,0.0,b'\x01',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data engineer,na,na,MA
180,BI & Platform Analytics Manager,$85K-$134K (Glassdoor est.),,3.4,Church & Dwight,"Ewing, NJ","Ewing, NJ",1001 - 5000,1846.0,Company - Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),"Novartis, Baxter, Pfizer",b'\x00',b'\x00',85,134,109.5,Church & Dwight,NJ,175.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Data scientist project manager,na,M,NJ
181,Lead Data Scientist,$124K-$204K (Glassdoor est.),,3.6,MassMutual,"Boston, MA","Springfield, MA",5001 - 10000,1851.0,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Novartis, Baxter, Pfizer",b'\x00',b'\x00',124,204,164.0,MassMutual,MA,170.0,0.0,0.0,0.0,0.0,b'\x01',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data scientist,sr,P,MA
182,"Sr. Data Scientist - Analytics, Personalized Healthcare (PHC)",$131K-$207K (Glassdoor est.),,3.9,Genentech,"South San Francisco, CA","South San Francisco, CA",10000+,1976.0,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",b'\x00',b'\x00',131,207,169.0,Genentech,CA,45.0,0.0,0.0,0.0,0.0,b'\x01',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data scientist,sr,P,CA
183,Senior Data Scientist,$110K-$174K (Glassdoor est.),,3.8,Juniper Networks,"Cupertino, CA","Sunnyvale, CA",5001 - 10000,1996.0,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),"Novartis, Baxter, Pfizer",b'\x00',b'\x00',110,174,142.0,Juniper Networks,CA,25.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data scientist,sr,P,CA
185,Pricipal Scientist Molecular and cellular biologist,$52K-$101K (Glassdoor est.),,3.7,Takeda Pharmaceuticals,"Boston, MA","OSAKA, Japan",10000+,1781.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",b'\x00',b'\x00',52,101,76.5,Takeda Pharmaceuticals,MA,240.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,other scientist,na,P,MA
187,"Data Scientist (Actuary, FSA or ASA)",$81K-$133K (Glassdoor est.),,3.8,Legal & General America,"Frederick, MD","Frederick, MD",501 - 1000,1981.0,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),"Novartis, Baxter, Pfizer",b'\x00',b'\x00',81,133,107.0,Legal & General America,MD,40.0,0.0,0.0,0.0,0.0,b'\x01',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data scientist,na,M,MD
188,Staff Data Scientist,$132K-$211K (Glassdoor est.),,3.5,Western Digital,"San Jose, CA","San Jose, CA",10000+,1970.0,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Seagate Technology, Toshiba",b'\x00',b'\x00',132,211,171.5,Western Digital,CA,51.0,0.0,0.0,0.0,0.0,b'\x01',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data scientist,na,M,CA
190,Senior Data Scientist / Machine Learning,$73K-$119K (Glassdoor est.),,3.9,Health IQ,"Dallas, TX","Mountain View, CA",201 - 500,2013.0,Company - Private,Insurance Agencies & Brokerages,Insurance,Unknown / Non-Applicable,"Novartis, Baxter, Pfizer",b'\x00',b'\x00',73,119,96.0,Health IQ,TX,8.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data scientist,sr,P,TX
191,Data Scientist - Health Data Analytics,$110K-$175K (Glassdoor est.),,4.2,Nuna,"San Francisco, CA","San Francisco, CA",51 - 200,2010.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"Novartis, Baxter, Pfizer",b'\x00',b'\x00',110,175,142.5,Nuna,CA,11.0,0.0,0.0,0.0,0.0,b'\x01',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data scientist,na,na,CA
192,Data Engineer 5 - Contract (Remote),$74K-$140K (Glassdoor est.),,4.2,The Church of Jesus Christ of Latter-day Saints,"Riverton, UT","Salt Lake City, UT",10000+,1992.0,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown / Non-Applicable,"Novartis, Baxter, Pfizer",b'\x00',b'\x00',74,140,107.0,The Church of Jesus Christ of Latter-day Saints,UT,29.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data engineer,na,M,UT
193,Senior Scientist - Neuroscience,$100K-$190K (Glassdoor est.),,3.5,Sunovion,"Marlborough, MA","Marlborough, MA",1001 - 5000,2010.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),"Shire, GlaxoSmithKline, Allergan",b'\x00',b'\x00',100,190,145.0,Sunovion,MA,11.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,other scientist,sr,P,MA
194,Senior Data Analyst,$43K-$80K (Glassdoor est.),,2.9,National Student Clearinghouse,"Herndon, VA","Herndon, VA",201 - 500,1993.0,Nonprofit Organization,Colleges & Universities,Education,$25 to $50 million (USD),"Ellucian, Parchment, College Board",b'\x00',b'\x00',43,80,61.5,National Student Clearinghouse,VA,28.0,0.0,0.0,0.0,0.0,b'\x01',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,analyst,sr,M,VA
197,Medical Lab Scientist,$17-$24 Per Hour(Glassdoor est.),,3.6,Tower Health,"West Reading, PA","Reading, PA",5001 - 10000,2017.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,"Novartis, Baxter, Pfizer",b'\x01',b'\x00',35,49,42.0,Tower Health,PA,4.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,other scientist,na,na,PA
198,"Risk and Analytics IT, Data Scientist",$91K-$149K (Glassdoor est.),,2.7,State of Wisconsin Investment Board,"Madison, WI","Madison, WI",51 - 200,1951.0,Government,Investment Banking & Asset Management,Finance,$50 to $100 million (USD),"Novartis, Baxter, Pfizer",b'\x00',b'\x00',91,149,120.0,State of Wisconsin Investment Board,WI,70.0,0.0,0.0,0.0,0.0,b'\x01',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data scientist,na,na,WI
199,"Scientist, Analytical Development",$42K-$82K (Glassdoor est.),,4.4,Rubius Therapeutics,"Cambridge, MA","Cambridge, MA",201 - 500,2013.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Novartis, Baxter, Pfizer",b'\x00',b'\x00',42,82,62.0,Rubius Therapeutics,MA,8.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,other scientist,na,P,MA
200,Senior Data Scientist,$116K-$185K (Glassdoor est.),,4.0,Autodesk,"San Francisco, CA","San Rafael, CA",5001 - 10000,1982.0,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),"Novartis, Baxter, Pfizer",b'\x00',b'\x00',116,185,150.5,Autodesk,CA,39.0,0.0,0.0,0.0,0.0,b'\x01',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data scientist,sr,P,CA
201,Analytics Manager,$59K-$116K (Glassdoor est.),,4.3,OneMagnify,"Dearborn, MI","Detroit, MI",201 - 500,1967.0,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,"Novartis, Baxter, Pfizer",b'\x00',b'\x00',59,116,87.5,OneMagnify,MI,54.0,0.0,0.0,0.0,0.0,b'\x01',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Data scientist project manager,na,na,MI
202,Data Engineer,$48K-$95K (Glassdoor est.),,4.2,IZEA,"Winter Park, FL","Winter Park, FL",51 - 200,2006.0,Company - Public,Advertising & Marketing,Business Services,$25 to $50 million (USD),"Linqia, Collective Bias",b'\x00',b'\x00',48,95,71.5,IZEA,FL,15.0,0.0,0.0,0.0,0.0,b'\x01',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data engineer,na,na,FL
203,Digital Marketing & ECommerce Data Analyst,$31K-$72K (Glassdoor est.),,3.6,Vionic Group,"San Rafael, CA","San Rafael, CA",51 - 200,2006.0,Subsidiary or Business Segment,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),"Novartis, Baxter, Pfizer",b'\x00',b'\x00',31,72,51.5,Vionic Group,CA,15.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,analyst,na,na,CA
204,Sr. Scientist - Digital & Image Analysis/Computational Pathology,$105K-$198K (Glassdoor est.),,3.7,Takeda Pharmaceuticals,"San Diego, CA","OSAKA, Japan",10000+,1781.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",b'\x00',b'\x00',105,198,151.5,Takeda Pharmaceuticals,CA,240.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,other scientist,sr,M,CA
205,Senior Data Analyst,$55K-$100K (Glassdoor est.),,2.8,Dodge Data & Analytics,"Hamilton, NJ","Hamilton, NJ",201 - 500,2014.0,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,"Novartis, Baxter, Pfizer",b'\x00',b'\x00',55,100,77.5,Dodge Data & Analytics,NJ,7.0,0.0,0.0,0.0,0.0,b'\x01',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,analyst,sr,na,NJ
206,Principal Scientist - Immunologist,$98K-$182K (Glassdoor est.),,3.7,Takeda Pharmaceuticals,"Boston, MA","OSAKA, Japan",10000+,1781.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",b'\x00',b'\x00',98,182,140.0,Takeda Pharmaceuticals,MA,240.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,other scientist,sr,M,MA
207,Senior Data Scientist,$73K-$124K (Glassdoor est.),,3.3,Plymouth Rock Assurance,"Woodbridge, NJ","Boston, MA",1001 - 5000,1982.0,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD),"Arbella Insurance, Safety Insurance",b'\x00',b'\x00',73,124,98.5,Plymouth Rock Assurance,NJ,39.0,0.0,0.0,0.0,0.0,b'\x01',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data scientist,sr,M,NJ
208,Principal Data Scientist with over 10 years experience,Employer Provided Salary:$200K-$250K,,3.7,CA-One Tech Cloud,"San Francisco, CA","Fremont, CA",51 - 200,2017.0,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),"Novartis, Baxter, Pfizer",b'\x00',b'\x01',200,250,225.0,CA-One Tech Clou,CA,4.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data scientist,sr,na,CA
209,MED TECH/LAB SCIENTIST - LABORATORY,$21-$34 Per Hour(Glassdoor est.),,3.6,Beebe Healthcare,"Lewes, DE","Lewes, DE",1001 - 5000,1935.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),"Novartis, Baxter, Pfizer",b'\x01',b'\x00',43,70,56.5,Beebe Healthcare,DE,86.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,other scientist,na,na,DE
210,"Sr. Scientist, Quantitative Translational Sciences",$117K-$206K (Glassdoor est.),,3.7,Takeda Pharmaceuticals,"Boston, MA","OSAKA, Japan",10000+,1781.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",b'\x00',b'\x00',117,206,161.5,Takeda Pharmaceuticals,MA,240.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,other scientist,sr,M,MA
211,Sr. Data Scientist II,$111K-$183K (Glassdoor est.),,3.4,Argo Group US,"New York, NY","Hamilton, Bermuda",1001 - 5000,1948.0,Company - Public,Insurance Carriers,Insurance,$1 to $2 billion (USD),"Novartis, Baxter, Pfizer",b'\x00',b'\x00',111,183,147.0,Argo Group US,NY,73.0,0.0,0.0,0.0,0.0,b'\x01',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data scientist,sr,na,NY
212,Excel / VBA / sql_ Data Analyst,$44K-$78K (Glassdoor est.),,4.1,Associated Electric Cooperative,"Springfield, MO","Springfield, MO",501 - 1000,1961.0,Company - Private,Energy,"Oil, Gas, Energy & Utilities",$1 to $2 billion (USD),"Novartis, Baxter, Pfizer",b'\x00',b'\x00',44,78,61.0,Associated Electric Cooperative,MO,60.0,0.0,0.0,0.0,0.0,b'\x01',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,analyst,na,M,MO
213,Machine Learning Research Scientist,$81K-$159K (Glassdoor est.),,2.6,Software Engineering Institute,"Pittsburgh, PA","Pittsburgh, PA",501 - 1000,1984.0,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,"Novartis, Baxter, Pfizer",b'\x00',b'\x00',81,159,120.0,Software Engineering Institute,PA,37.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,machine learning engineer,na,P,PA
215,"VP, Data Science",$83K-$166K (Glassdoor est.),,3.2,PennyMac,"Phoenix, AZ","Westlake Village, CA",1001 - 5000,2008.0,Company - Public,Lending,Finance,$500 million to $1 billion (USD),"Nationstar Mortgage, Caliber Funding, Quicken Loans",b'\x00',b'\x00',83,166,124.5,PennyMac,AZ,13.0,0.0,0.0,0.0,0.0,b'\x01',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data scientist,na,na,AZ
216,Senior Data Scientist,$114K-$182K (Glassdoor est.),,3.9,Zest AI,"Burbank, CA","Burbank, CA",51 - 200,2009.0,Company - Private,Financial Analytics & Research,Finance,$50 to $100 million (USD),"Novartis, Baxter, Pfizer",b'\x00',b'\x00',114,182,148.0,Zest AI,CA,12.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data scientist,sr,M,CA
217,Radar Data Analyst,$42K-$76K (Glassdoor est.),,4.7,DECISIVE ANALYTICS Corporation,"Huntsville, AL","Arlington, VA",51 - 200,1996.0,Company - Private,Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD),"Torch Technologies, American Systems",b'\x00',b'\x00',42,76,59.0,DECISIVE ANALYTICS Corporation,AL,25.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,analyst,na,na,AL
221,PL Actuarial-Lead Data Scientist,$114K-$179K (Glassdoor est.),,3.7,The Hanover Insurance Group,"Worcester, MA","Worcester, MA",5001 - 10000,1852.0,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),"Novartis, Baxter, Pfizer",b'\x00',b'\x00',114,179,146.5,The Hanover Insurance Group,MA,169.0,0.0,0.0,0.0,0.0,b'\x01',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data scientist,sr,M,MA
223,PV Scientist,$60K-$123K (Glassdoor est.),,2.9,Karyopharm Therapeutics Inc.,"Newton, MA","Newton, MA",201 - 500,1992.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"Novartis, Baxter, Pfizer",b'\x00',b'\x00',60,123,91.5,Karyopharm Therapeutics Inc.,MA,29.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,other scientist,na,P,MA
224,Senior Data & Machine Learning Scientist,$100K-$166K (Glassdoor est.),,3.0,Tempus Labs,"Chicago, IL","Chicago, IL",501 - 1000,2015.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"Novartis, Baxter, Pfizer",b'\x00',b'\x00',100,166,133.0,Tempus Labs,IL,6.0,0.0,0.0,0.0,0.0,b'\x01',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,machine learning engineer,sr,P,IL
225,Principal Data Scientist (Computational Chemistry),$108K-$173K (Glassdoor est.),,4.7,Recursion Pharmaceuticals,"Salt Lake City, UT","Salt Lake City, UT",51 - 200,2013.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),"Novartis, Baxter, Pfizer",b'\x00',b'\x00',108,173,140.5,Recursion Pharmaceuticals,UT,8.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data scientist,sr,na,UT
226,Data Engineer,$48K-$93K (Glassdoor est.),,3.7,P2 Energy Solutions,"Lafayette, LA","Denver, CO",501 - 1000,1992.0,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,"Novartis, Baxter, Pfizer",b'\x00',b'\x00',48,93,70.5,P2 Energy Solutions,LA,29.0,0.0,0.0,0.0,0.0,b'\x01',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data engineer,na,na,LA
228,"Principal Scientist, Chemistry & Immunology",$54K-$115K (Glassdoor est.),,3.3,Rochester Regional Health,"Rochester, NY","Rochester, NY",10000+,2014.0,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),"Novartis, Baxter, Pfizer",b'\x00',b'\x00',54,115,84.5,Rochester Regional Health,NY,7.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,other scientist,sr,P,NY
229,Software Engineer - Data Visualization,$60K-$127K (Glassdoor est.),,4.0,ClearEdge,"Annapolis Junction, MD","Annapolis Junction, MD",51 - 200,2002.0,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),"Novartis, Baxter, Pfizer",b'\x00',b'\x00',60,127,93.5,ClearEdge,MD,19.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,na,na,M,MD
230,"Scientist/Senior Scientist, Autoimmune",$90K-$179K (Glassdoor est.),,4.4,Rubius Therapeutics,"Cambridge, MA","Cambridge, MA",201 - 500,2013.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Novartis, Baxter, Pfizer",b'\x00',b'\x00',90,179,134.5,Rubius Therapeutics,MA,8.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,other scientist,sr,P,MA
233,Staff Machine Learning Engineer,$138K-$224K (Glassdoor est.),,3.9,Tapjoy,"San Francisco, CA","San Francisco, CA",201 - 500,2007.0,Company - Private,Internet,Information Technology,$10 to $25 million (USD),"FLURRY, Chartboost",b'\x00',b'\x00',138,224,181.0,Tapjoy,CA,14.0,0.0,0.0,0.0,0.0,b'\x01',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,machine learning engineer,na,na,CA
234,"Principal Scientist, Hematology",$54K-$115K (Glassdoor est.),,3.3,Rochester Regional Health,"Rochester, NY","Rochester, NY",10000+,2014.0,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),"Novartis, Baxter, Pfizer",b'\x00',b'\x00',54,115,84.5,Rochester Regional Health,NY,7.0,0.0,0.0,0.0,0.0,b'\x00',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,other scientist,sr,P,NY
